1.000000	1.000000	0.363000
2.000000	0.998000	0.074000
3.000000	0.998000	0.015000
5.000000	0.997000	0.004000
7.000000	0.996000	0.000000
10.000000	0.995000	0.000000
20.000000	0.980000	0.000000
30.000000	0.965000	0.000000
50.000000	0.961000	0.000000
70.000000	0.931000	0.000000
100.000000	0.906000	0.000000
200.000000	0.832000	0.000000
300.000000	0.768000	0.000000
500.000000	0.604000	0.000000
700.000000	0.542000	0.000000
1000.000000	0.398000	0.000000
2000.000000	0.150000	0.000000
3000.000000	0.055000	0.000000
5000.000000	0.010000	0.000000
7000.000000	0.001000	0.000000
10000.000000	0.000000	0.000000
